product_id,product_name,category,sub_category,brand,price,discount,final_price,stock,rating,reviews_count,supplier,country,city,warehouse_id,delivery_time_days,return_rate,is_active,launch_year,weight_kg,volume_l,color,material,warranty_years,sales_last_month,sales_last_3_months,sales_last_year,profit_margin,cost_price,revenue_last_month,revenue_last_year,views,cart_additions,wishlist_additions,conversion_rate,avg_session_time,bounce_rate,seo_score,ad_spend,ad_clicks,ad_conversions,seasonality_index,restock_frequency_days,damaged_returns,customer_complaints,net_promoter_score,supplier_rating,shipping_cost,tax_rate
80,Product_80,Sports,Beauty,BrandE,626.48,0.26,463.6,45,3.95,2513,Supplier_9,UK,Berlin,6,11,0.17,1,2016,4.67,2.89,Red,Metal,5,392,2678,9460,0.08,549.75,138152.8,1657833.6,39789,21979,22312,0.066,139.48,0.81,71,8009.81,2373,4279,1.46,17,91,138,46,3.71,18.15,0.17
81,Product_81,Electronics,Sports,BrandC,587.44,0.49,299.59,414,2.84,3751,Supplier_16,Germany,Berlin,20,7,0.29,1,2014,27.53,58.22,White,Metal,0,743,4,4736,0.09,411.18,94370.85,1132450.2,40590,2050,27972,0.102,286.86,0.82,72,8428.14,7268,4749,1.28,54,1,133,94,1.69,29.43,0.17
82,Product_82,Electronics,Clothing,BrandB,315.46,0.28,227.13,79,4.21,1600,Supplier_8,Germany,Shanghai,12,11,0.16,1,2010,48.16,52.46,Black,Plastic,2,328,1709,4879,0.34,168.4,49060.08,588720.96,96599,45073,14996,0.164,34.1,0.81,88,2893.83,595,3564,0.65,30,100,25,-69,1.73,38.69,0.08
83,Product_83,Sports,Beauty,BrandA,709.6,0.35,461.24,566,3.86,1169,Supplier_47,UK,Shanghai,19,13,0.07,0,2021,47.95,47.07,Green,Metal,0,836,684,7141,0.2,485.47,21678.28,260139.36,58196,46950,16363,0.141,141.95,0.82,84,8850.61,7076,815,0.71,12,84,94,37,1.62,33.6,0.09
84,Product_84,Clothing,Electronics,BrandB,953.38,0.46,514.83,867,4.82,1109,Supplier_27,China,Shanghai,7,3,0.05,1,2020,31.72,69.79,Green,Metal,0,772,2239,8760,0.46,733.45,160112.13,1921345.56,39003,2619,14136,0.188,89.82,0.21,59,5196.69,593,4048,0.81,45,75,65,97,2.43,6.75,0.17
85,Product_85,Sports,Sports,BrandB,119.95,0.2,95.96,667,1.35,2064,Supplier_25,India,London,13,12,0.08,0,2011,27.52,64.06,White,Plastic,5,794,905,4236,0.16,85.51,37328.44,447941.28,78749,29034,8692,0.075,278.05,0.35,85,1513.69,928,55,1.25,35,68,162,-25,1.33,21.02,0.19
86,Product_86,Clothing,Home,BrandC,560.65,0.43,319.57,389,2.1,2883,Supplier_30,China,London,12,1,0.01,0,2017,24.31,97.11,Black,Wood,4,267,908,9052,0.43,336.99,4473.98,53687.76,39474,38513,29922,0.096,146.99,0.3,85,610.1,6318,3621,1.21,44,21,149,-77,4.92,40.5,0.06
87,Product_87,Toys,Beauty,BrandC,588.64,0.43,335.52,724,3.56,1444,Supplier_45,USA,Shanghai,10,10,0.14,1,2024,23.77,58.82,White,Plastic,1,952,2370,9577,0.18,365.07,70459.2,845510.4,94623,48560,13345,0.144,29.47,0.13,55,6489.88,9287,1207,0.53,15,27,148,-26,4.59,47.53,0.07
88,Product_88,Electronics,Electronics,BrandB,498.93,0.4,299.36,529,4.91,3891,Supplier_26,Germany,Berlin,2,4,0.29,0,2014,13.57,48.88,Red,Metal,1,89,2515,8676,0.16,346.72,102680.48,1232165.76,95735,32811,19320,0.175,17.7,0.46,97,8146.21,688,618,1.16,15,28,140,-84,3.27,22.75,0.08
89,Product_89,Electronics,Home,BrandB,298.93,0.25,224.2,348,2.3,632,Supplier_4,UK,Mumbai,8,13,0.17,0,2014,17.92,43.27,Blue,Fabric,1,760,2635,3769,0.14,244.41,40580.2,486962.4,59231,3622,4533,0.048,141.09,0.36,88,1480.61,8256,4130,1.46,46,22,91,95,4.39,11.22,0.11
90,Product_90,Home,Clothing,BrandC,17.33,0.41,10.22,218,3.63,693,Supplier_38,China,Mumbai,19,7,0.23,0,2025,47.8,65.16,White,Metal,2,619,1756,3291,0.38,11.71,1604.54,19254.48,51513,46759,27967,0.102,35.92,0.37,76,2107.48,5187,4567,0.85,43,7,0,-89,3.06,33.69,0.06
91,Product_91,Toys,Toys,BrandC,476.11,0.13,414.22,528,3.2,3820,Supplier_48,Germany,Berlin,13,11,0.25,1,2020,28.4,67.34,Blue,Wood,4,119,1930,384,0.19,238.11,0.0,0.0,41083,13535,27344,0.18,259.4,0.73,65,522.13,494,4174,1.1,57,37,79,-83,2.39,44.3,0.13
92,Product_92,Electronics,Beauty,BrandB,234.02,0.12,205.94,576,2.47,1771,Supplier_39,UK,Shanghai,14,12,0.14,0,2011,29.46,1.48,Black,Plastic,3,290,1187,3271,0.17,194.72,13592.04,163104.48,960,42314,11055,0.191,282.96,0.56,62,592.06,662,4464,1.12,31,86,8,-8,3.36,13.57,0.11
93,Product_93,Sports,Toys,BrandA,186.96,0.27,136.48,722,4.85,1725,Supplier_15,USA,Berlin,10,3,0.28,0,2013,42.8,29.69,Blue,Fabric,5,621,861,2871,0.17,148.95,33437.6,401251.2,64358,25212,19413,0.107,30.71,0.4,51,756.93,7696,340,1.45,1,41,42,29,3.29,4.85,0.12
94,Product_94,Home,Electronics,BrandE,770.7,0.18,631.97,662,4.43,3274,Supplier_24,USA,London,7,1,0.27,0,2019,30.87,82.83,Black,Plastic,4,371,1220,3484,0.33,691.45,78996.25,947955.0,67823,61,28558,0.065,247.67,0.32,84,6062.89,4397,3878,0.93,8,5,173,-80,3.71,3.59,0.21
95,Product_95,Beauty,Sports,BrandD,976.65,0.16,820.39,282,4.57,1038,Supplier_26,India,Berlin,17,6,0.05,1,2013,44.25,2.42,White,Wood,1,765,757,9976,0.26,720.18,59888.47,718661.64,91631,28459,16438,0.066,213.93,0.25,66,6280.89,8713,3768,1.13,28,40,2,-47,1.64,8.63,0.13
96,Product_96,Beauty,Toys,BrandB,186.82,0.23,143.85,629,1.91,1094,Supplier_26,China,London,16,9,0.08,1,2025,10.62,67.55,White,Wood,4,402,2072,448,0.5,124.73,53080.65,636967.8,64419,16715,19029,0.179,169.79,0.5,50,1921.43,2043,2958,0.7,19,21,195,-86,1.72,15.05,0.22
97,Product_97,Home,Toys,BrandE,837.5,0.37,527.62,55,3.44,825,Supplier_3,Germany,Shanghai,1,3,0.24,1,2023,26.69,81.9,Red,Plastic,2,789,1295,2862,0.23,611.59,128211.66,1538539.92,85536,23045,16690,0.058,45.09,0.83,78,6721.6,3945,2618,1.23,44,100,9,54,3.61,35.06,0.15
98,Product_98,Sports,Sports,BrandE,621.8,0.03,603.15,574,3.31,4179,Supplier_43,UK,Shanghai,3,8,0.19,0,2013,47.79,43.25,Blue,Plastic,5,377,1636,1732,0.47,353.82,199039.5,2388474.0,38173,35118,16465,0.139,33.76,0.19,74,6046.16,7467,263,0.97,28,6,199,75,1.2,28.12,0.05
99,Product_99,Clothing,Sports,BrandD,298.06,0.41,175.86,394,2.63,912,Supplier_45,USA,New York,15,5,0.2,0,2016,28.22,24.49,White,Plastic,3,978,2606,8776,0.14,201.82,83181.78,998181.36,89613,46849,8440,0.166,24.79,0.39,74,797.6,6469,253,1.39,32,38,117,-21,2.06,6.77,0.13
100,Product_100,Home,Sports,BrandE,108.11,0.0,108.11,77,1.67,2434,Supplier_23,Germany,New York,20,12,0.09,1,2025,10.03,20.12,Blue,Wood,2,323,2506,1452,0.44,70.29,30054.58,360654.96,87273,46945,2529,0.154,121.43,0.11,64,518.62,5324,2058,1.16,25,30,171,-35,4.95,49.78,0.16
101,Product_101,Sports,Electronics,BrandC,987.33,0.23,760.24,235,4.77,3586,Supplier_35,China,Berlin,3,10,0.11,0,2016,13.16,40.67,White,Metal,5,338,915,2118,0.22,634.6,274446.64,3293359.68,99029,7640,20126,0.15,273.09,0.45,68,7111.5,8457,3771,0.76,33,7,180,-85,2.18,21.54,0.06
102,Product_102,Home,Electronics,BrandB,395.83,0.26,292.91,860,4.7,4111,Supplier_25,UK,New York,16,10,0.07,0,2019,2.15,16.66,Black,Plastic,4,444,2570,8216,0.43,288.81,120971.83,1451661.96,8949,24181,12662,0.051,148.59,0.61,87,7043.88,7174,4724,1.17,28,20,171,-13,2.77,32.61,0.15
103,Product_103,Toys,Sports,BrandB,717.13,0.17,595.22,404,2.07,196,Supplier_44,China,Berlin,14,6,0.16,0,2010,7.96,64.83,Green,Fabric,0,554,1280,2306,0.17,564.69,130948.4,1571380.8,43404,18726,29028,0.059,51.52,0.69,53,9228.93,5482,2440,1.0,38,92,2,-4,1.24,17.96,0.18
104,Product_104,Beauty,Beauty,BrandC,529.89,0.14,455.71,64,2.68,1924,Supplier_27,India,Berlin,5,12,0.06,1,2020,38.11,39.67,Green,Plastic,3,558,1653,6769,0.15,428.82,165422.73,1985072.76,99944,29037,14559,0.061,32.74,0.72,62,4003.88,4097,4844,1.08,51,9,20,0,3.4,1.22,0.13
105,Product_105,Sports,Clothing,BrandE,548.57,0.04,526.63,214,1.73,1277,Supplier_37,UK,London,7,4,0.23,1,2025,15.61,21.76,White,Wood,0,637,2150,8940,0.33,429.42,161675.41,1940104.92,18466,35939,13694,0.139,244.61,0.66,94,1319.65,2912,815,0.54,21,35,156,-64,4.68,41.3,0.25
106,Product_106,Sports,Home,BrandC,198.25,0.11,176.44,844,4.01,1960,Supplier_27,Germany,New York,20,9,0.21,0,2015,46.86,12.69,Blue,Metal,1,581,2527,7269,0.19,152.92,54167.08,650004.96,89985,9922,4841,0.047,22.11,0.43,64,9825.78,9076,235,0.83,5,52,141,41,3.48,24.09,0.12
107,Product_107,Sports,Sports,BrandB,975.74,0.43,556.17,119,2.12,2695,Supplier_37,Germany,New York,11,13,0.24,1,2021,47.99,17.9,Green,Metal,1,952,823,8345,0.1,504.1,22246.8,266961.6,21013,31854,29392,0.175,132.84,0.51,95,7564.89,878,4855,0.72,13,57,101,-35,2.92,5.61,0.06
108,Product_108,Electronics,Sports,BrandB,600.67,0.23,462.52,520,2.3,87,Supplier_29,USA,London,1,3,0.28,1,2010,29.89,33.28,Red,Plastic,4,472,2819,2296,0.18,443.17,14338.12,172057.44,57183,46490,29898,0.124,145.39,0.84,63,306.02,7860,3537,0.72,54,8,134,14,2.05,18.31,0.07
109,Product_109,Toys,Toys,BrandA,238.78,0.09,217.29,59,2.39,3794,Supplier_11,India,Shanghai,13,5,0.25,0,2012,36.61,50.17,Red,Wood,3,203,1044,9949,0.29,121.25,104299.2,1251590.4,18999,26566,28284,0.073,253.12,0.66,100,7304.95,4681,1780,0.58,42,48,132,22,1.86,16.64,0.1
110,Product_110,Electronics,Beauty,BrandD,392.9,0.32,267.17,187,1.82,4277,Supplier_8,UK,Mumbai,13,7,0.12,1,2017,15.58,58.54,Black,Metal,0,573,1031,8189,0.09,345.14,51029.47,612353.64,12450,15359,17985,0.153,153.61,0.86,70,738.22,7137,2378,0.83,10,94,139,-92,4.2,15.65,0.14
111,Product_111,Toys,Beauty,BrandE,377.69,0.1,339.92,842,4.65,2327,Supplier_43,China,Shanghai,11,6,0.03,0,2019,25.47,73.16,Blue,Plastic,0,374,2630,9696,0.14,271.13,36031.52,432378.24,96358,8752,8283,0.086,173.3,0.69,71,8277.3,5535,898,1.11,37,30,145,81,3.12,42.24,0.14
112,Product_112,Clothing,Home,BrandC,501.15,0.49,255.59,121,3.06,3035,Supplier_39,Germany,Shanghai,8,14,0.17,0,2021,22.53,70.2,White,Metal,5,673,514,7404,0.45,444.64,22236.33,266835.96,1727,40876,9777,0.199,25.87,0.43,66,3809.56,4838,4506,1.34,19,64,188,67,3.23,31.65,0.08
113,Product_113,Home,Electronics,BrandE,976.09,0.12,858.96,864,2.38,313,Supplier_1,Germany,New York,10,4,0.16,1,2010,46.92,94.08,White,Plastic,1,904,1290,8292,0.41,651.85,217316.88,2607802.56,90061,42231,14982,0.095,100.88,0.87,51,6819.81,9010,4050,1.01,2,40,130,-85,1.1,42.93,0.24
114,Product_114,Home,Clothing,BrandE,340.2,0.15,289.17,709,3.84,1385,Supplier_1,China,New York,16,10,0.12,1,2011,34.68,19.08,Black,Fabric,5,755,1884,6650,0.48,291.04,125210.61,1502527.32,86818,35652,26001,0.06,255.83,0.67,96,4115.88,9222,1556,1.3,32,51,11,49,4.37,5.87,0.05
115,Product_115,Home,Electronics,BrandC,369.36,0.47,195.76,109,4.6,3397,Supplier_22,Germany,Mumbai,10,4,0.02,0,2010,7.28,21.59,Red,Fabric,5,644,1606,4728,0.42,276.55,69690.56,836286.72,93032,34105,20461,0.035,290.0,0.77,64,2747.68,6493,4168,0.51,17,83,25,56,3.33,7.07,0.2
116,Product_116,Beauty,Sports,BrandA,972.25,0.33,651.41,524,2.06,3809,Supplier_23,Germany,Berlin,19,2,0.07,1,2011,26.96,48.47,Red,Metal,2,913,2099,6404,0.42,571.31,108134.06,1297608.72,35606,25841,976,0.145,175.09,0.64,61,791.97,2714,1500,1.07,39,95,14,3,1.93,10.49,0.17
117,Product_117,Electronics,Home,BrandE,210.7,0.2,168.56,19,1.55,2262,Supplier_48,Germany,Shanghai,17,13,0.25,1,2019,41.56,85.12,Red,Metal,5,345,913,7440,0.39,164.03,15338.96,184067.52,10679,23938,22270,0.042,146.72,0.77,89,1570.18,9816,988,0.63,16,28,53,20,1.93,36.13,0.14
118,Product_118,Home,Toys,BrandA,348.9,0.12,307.03,446,4.44,606,Supplier_15,China,Berlin,20,9,0.13,0,2020,2.71,92.69,White,Plastic,1,990,2580,6261,0.44,306.38,143690.04,1724280.48,15241,810,3766,0.092,33.7,0.18,81,805.73,2458,1322,0.92,2,64,64,75,4.91,13.71,0.11
119,Product_119,Home,Electronics,BrandB,540.48,0.29,383.74,251,4.61,459,Supplier_35,China,New York,20,8,0.1,0,2021,14.63,81.18,Green,Fabric,1,102,576,1156,0.49,399.39,191870.0,2302440.0,80408,20234,28269,0.029,47.57,0.29,51,4120.13,2126,3256,0.52,53,82,87,77,3.13,6.99,0.06
120,Product_120,Beauty,Sports,BrandE,243.8,0.2,195.04,696,3.18,2260,Supplier_46,Germany,New York,10,14,0.12,0,2016,10.72,95.13,White,Wood,3,844,674,1261,0.17,154.98,52270.72,627248.64,11166,29058,18715,0.143,110.03,0.5,53,440.38,1253,402,1.32,49,42,168,57,2.87,23.36,0.18
121,Product_121,Toys,Sports,BrandE,14.89,0.0,14.89,306,4.71,2453,Supplier_21,Germany,Berlin,16,12,0.22,0,2014,1.07,61.63,White,Metal,1,527,2007,9383,0.41,12.16,6983.41,83800.92,40173,45948,6601,0.027,159.73,0.89,67,6563.76,4608,190,0.56,28,6,190,37,3.69,22.48,0.14
122,Product_122,Sports,Sports,BrandA,48.94,0.31,33.77,601,2.6,1048,Supplier_43,Germany,Berlin,11,10,0.27,1,2018,7.8,8.29,White,Fabric,5,915,1854,939,0.15,40.17,13271.61,159259.32,34936,37812,13997,0.16,125.4,0.71,83,5801.63,4897,4286,1.23,13,28,148,-26,2.87,31.68,0.11
123,Product_123,Home,Clothing,BrandD,244.8,0.29,173.81,563,3.88,2358,Supplier_12,USA,Berlin,7,14,0.09,0,2023,35.11,70.83,Blue,Metal,0,806,963,9482,0.35,174.27,41192.97,494315.64,21269,4257,11292,0.022,51.08,0.41,66,6951.43,6739,683,1.35,53,85,81,-34,3.92,46.84,0.05
124,Product_124,Home,Beauty,BrandE,461.34,0.04,442.89,454,3.87,2685,Supplier_33,India,Mumbai,16,1,0.14,0,2018,31.07,42.13,Blue,Metal,3,960,1867,2324,0.42,328.94,143939.25,1727271.0,98007,11224,6933,0.197,178.58,0.64,71,6404.28,5209,2417,0.65,47,88,140,60,1.25,42.62,0.21
125,Product_125,Beauty,Clothing,BrandA,6.02,0.07,5.6,213,3.07,832,Supplier_9,UK,Shanghai,6,5,0.05,1,2022,46.99,42.45,Blue,Fabric,0,928,2532,687,0.29,3.3,190.4,2284.8,15997,28342,26043,0.122,14.77,0.15,61,7586.36,2707,1987,1.27,19,42,2,63,4.28,8.86,0.14
126,Product_126,Toys,Beauty,BrandD,610.75,0.3,427.52,527,2.87,1889,Supplier_35,China,Shanghai,8,7,0.09,0,2021,43.9,71.92,Blue,Metal,0,919,543,2639,0.45,324.95,139799.04,1677588.48,25930,15728,16237,0.115,253.06,0.71,91,6057.92,5078,451,1.18,7,23,39,-38,4.2,34.38,0.08
127,Product_127,Beauty,Electronics,BrandB,219.59,0.44,122.97,794,1.02,308,Supplier_39,UK,Berlin,5,8,0.16,1,2016,21.59,22.75,Blue,Metal,2,913,920,5071,0.31,182.11,42424.65,509095.8,80303,46298,16101,0.024,156.12,0.89,76,9099.5,8144,2223,0.61,38,57,117,56,2.72,17.67,0.17
128,Product_128,Clothing,Clothing,BrandB,71.37,0.1,64.23,634,3.65,3475,Supplier_22,Germany,Mumbai,12,10,0.04,1,2024,29.37,58.64,Green,Fabric,1,979,1382,7879,0.27,43.85,19204.77,230457.24,55413,47278,18712,0.059,93.42,0.56,79,9666.15,3238,3157,0.8,6,28,117,-92,4.19,23.27,0.05
129,Product_129,Home,Beauty,BrandC,181.67,0.28,130.8,822,1.14,1941,Supplier_2,India,Shanghai,11,11,0.3,1,2022,21.64,65.45,Blue,Wood,0,879,1621,4304,0.25,148.25,43033.2,516398.4,57359,15506,13541,0.113,172.04,0.1,83,5906.63,8037,2389,0.81,37,29,5,6,1.28,24.02,0.11
130,Product_130,Clothing,Sports,BrandD,772.82,0.24,587.34,14,3.81,4869,Supplier_3,China,London,11,5,0.09,1,2010,38.55,91.49,Black,Metal,5,398,339,3450,0.29,646.01,24080.94,288971.28,71412,19671,7206,0.193,260.06,0.8,53,6049.07,2376,1257,0.6,14,68,5,83,4.75,39.72,0.16
131,Product_131,Beauty,Electronics,BrandC,827.79,0.41,488.4,981,4.33,4926,Supplier_12,UK,Mumbai,16,9,0.22,0,2023,17.36,6.16,Blue,Fabric,2,483,1024,2150,0.5,543.56,134798.4,1617580.8,50614,41897,8227,0.148,202.2,0.87,62,8555.12,1075,3568,0.78,34,68,32,39,3.21,39.1,0.13
132,Product_132,Beauty,Sports,BrandC,847.15,0.05,804.79,428,1.63,4044,Supplier_27,China,Mumbai,14,10,0.23,1,2020,39.97,28.08,Green,Plastic,2,606,1903,454,0.49,677.26,170615.48,2047385.76,19498,12434,29351,0.032,13.72,0.14,77,1816.19,3606,4379,1.21,35,26,183,-89,1.57,38.88,0.21
133,Product_133,Clothing,Sports,BrandE,510.64,0.37,321.7,974,4.35,3710,Supplier_39,Germany,Shanghai,3,7,0.14,1,2012,23.74,20.18,Blue,Fabric,2,16,2824,8608,0.44,364.62,43751.2,525014.4,84764,33191,24710,0.117,117.28,0.32,62,4023.74,778,3710,1.45,14,25,162,-47,3.04,17.06,0.24
134,Product_134,Toys,Electronics,BrandA,678.08,0.25,508.56,621,4.2,2754,Supplier_36,USA,London,19,1,0.12,1,2025,46.03,73.85,Green,Plastic,2,647,2426,8645,0.2,389.97,147482.4,1769788.8,8244,7972,3917,0.089,267.18,0.16,83,4740.69,6340,210,0.89,55,68,106,100,3.84,35.37,0.08
135,Product_135,Sports,Clothing,BrandC,504.57,0.07,469.25,557,4.66,4429,Supplier_48,UK,New York,15,5,0.29,1,2024,30.02,29.42,Green,Wood,1,19,1322,8160,0.16,357.35,146406.0,1756872.0,85869,2445,21926,0.09,206.05,0.43,82,3717.12,1808,1654,0.7,10,57,93,-7,4.65,6.7,0.21
136,Product_136,Home,Beauty,BrandB,524.29,0.22,408.95,495,4.45,1109,Supplier_12,USA,New York,4,9,0.06,1,2016,40.24,69.68,Green,Metal,4,868,1277,5996,0.21,300.04,131272.95,1575275.4,89905,8433,10341,0.131,234.08,0.44,79,6506.91,800,3026,1.46,40,39,68,-40,1.55,3.63,0.24
137,Product_137,Clothing,Electronics,BrandE,458.66,0.18,376.1,5,4.11,3478,Supplier_12,India,London,15,6,0.09,0,2017,23.35,94.21,Green,Wood,1,324,1847,6087,0.26,353.73,67698.0,812376.0,72569,18683,23272,0.153,53.76,0.38,90,2185.99,8683,4599,1.26,25,100,65,-97,3.52,36.47,0.09
138,Product_138,Toys,Beauty,BrandB,389.17,0.19,315.23,515,3.7,1682,Supplier_38,India,Mumbai,6,6,0.24,0,2023,3.87,55.35,Blue,Fabric,3,748,2237,6896,0.17,210.13,89210.09,1070521.08,39739,37890,26341,0.028,62.45,0.2,71,5264.78,7889,2336,0.69,1,47,120,79,1.49,43.45,0.16
139,Product_139,Home,Home,BrandA,117.05,0.48,60.87,809,3.48,960,Supplier_39,UK,Berlin,15,6,0.07,0,2018,31.58,27.76,White,Metal,5,732,707,8245,0.43,84.69,18078.39,216940.68,64753,45971,28010,0.047,188.45,0.42,51,9616.57,4304,4357,1.37,13,19,45,79,2.67,27.09,0.14
140,Product_140,Home,Beauty,BrandB,602.63,0.26,445.95,633,3.47,211,Supplier_46,India,London,9,10,0.02,1,2019,47.86,30.83,Red,Metal,3,448,1845,8110,0.19,464.2,57527.55,690330.6,70425,38833,21889,0.141,16.27,0.85,68,8288.57,8353,1937,0.5,58,77,34,35,2.97,14.24,0.21
141,Product_141,Electronics,Sports,BrandB,885.86,0.08,814.99,236,1.46,69,Supplier_9,China,New York,17,5,0.02,0,2019,48.76,4.74,Green,Plastic,4,552,532,6200,0.3,641.88,56234.31,674811.72,6440,28539,13149,0.198,136.4,0.47,85,7558.54,4643,2129,0.53,55,74,112,-43,3.99,19.16,0.09
142,Product_142,Electronics,Electronics,BrandD,423.95,0.02,415.47,888,2.84,842,Supplier_5,India,New York,12,13,0.15,1,2012,6.25,99.19,Blue,Fabric,5,612,1797,1493,0.17,351.98,152062.02,1824744.24,71677,44000,3839,0.021,279.23,0.85,86,9912.21,439,117,0.89,53,51,62,-1,2.38,40.75,0.14
143,Product_143,Beauty,Electronics,BrandB,632.53,0.25,474.4,897,4.95,2612,Supplier_45,Germany,Shanghai,7,4,0.26,0,2017,31.54,30.76,White,Plastic,1,731,243,4198,0.27,334.91,59300.0,711600.0,33733,4547,5702,0.061,164.89,0.54,94,7358.37,5793,3039,0.81,30,17,88,31,1.33,18.0,0.1
144,Product_144,Clothing,Beauty,BrandE,432.14,0.36,276.57,712,4.67,2762,Supplier_4,China,New York,12,4,0.25,1,2022,5.23,62.22,Green,Metal,5,699,271,3267,0.3,361.48,83247.57,998970.84,81044,13687,29393,0.074,10.96,0.2,63,5492.69,2716,2092,1.0,42,32,47,-46,4.0,22.63,0.16
145,Product_145,Clothing,Home,BrandE,873.29,0.17,724.83,824,2.49,3356,Supplier_36,India,London,9,9,0.07,1,2014,46.84,64.63,Red,Wood,2,660,1759,2611,0.48,508.67,354441.87,4253302.44,18172,27,8187,0.107,46.36,0.25,52,7706.8,5321,139,0.88,33,77,31,77,4.14,25.41,0.13
146,Product_146,Toys,Electronics,BrandE,95.38,0.44,53.41,758,4.94,2397,Supplier_19,Germany,New York,13,9,0.24,1,2025,1.86,94.47,Blue,Metal,0,555,2925,702,0.4,51.09,10735.41,128824.92,62079,28441,5694,0.039,118.12,0.51,100,2933.19,3292,428,1.23,19,95,172,-66,4.09,10.89,0.2
147,Product_147,Toys,Clothing,BrandB,460.85,0.47,244.25,116,1.05,1644,Supplier_31,China,Berlin,20,7,0.28,0,2025,1.55,35.02,Green,Plastic,0,336,2952,434,0.32,247.21,9281.5,111378.0,12150,26229,1468,0.02,188.84,0.86,58,2829.65,3213,4061,1.49,23,84,7,-95,3.32,8.37,0.13
148,Product_148,Home,Electronics,BrandC,777.76,0.16,653.32,762,1.14,2963,Supplier_37,UK,Shanghai,20,2,0.16,1,2011,44.84,23.28,Blue,Fabric,1,319,2359,1193,0.14,505.94,165289.96,1983479.52,3709,42477,28545,0.053,67.47,0.67,69,7821.81,5318,1895,1.11,40,22,186,22,1.1,29.9,0.24
149,Product_149,Electronics,Beauty,BrandC,467.69,0.41,275.94,79,2.08,3284,Supplier_14,USA,London,15,1,0.23,0,2025,24.88,36.16,Red,Metal,2,150,1786,7608,0.32,316.66,91336.14,1096033.68,32165,19068,17621,0.163,24.01,0.74,53,4453.77,238,2117,1.19,20,43,98,27,4.41,29.42,0.1
150,Product_150,Sports,Beauty,BrandD,103.78,0.36,66.42,670,3.3,703,Supplier_4,China,London,10,8,0.16,1,2025,12.92,35.91,Black,Metal,4,153,2395,1358,0.28,85.97,13084.74,157016.88,78077,22633,17147,0.144,119.54,0.87,86,7755.01,7746,1741,0.8,49,78,113,-9,4.48,15.44,0.07
151,Product_151,Clothing,Electronics,BrandB,38.2,0.41,22.54,933,3.07,4655,Supplier_41,Germany,London,3,13,0.17,0,2022,25.78,22.96,White,Fabric,5,519,495,2049,0.19,21.1,2569.56,30834.72,22732,38011,6497,0.169,59.9,0.34,60,8714.64,8588,2675,0.77,53,33,15,-27,1.8,12.02,0.18
152,Product_152,Electronics,Home,BrandC,233.18,0.14,200.53,496,1.59,628,Supplier_38,UK,London,1,14,0.11,1,2011,41.42,88.56,Red,Wood,0,365,1294,1144,0.08,197.32,90439.03,1085268.36,48295,25843,19267,0.136,162.46,0.84,74,5998.81,9130,3869,0.89,12,89,199,85,3.73,44.48,0.24
153,Product_153,Electronics,Beauty,BrandB,530.79,0.14,456.48,142,4.47,2913,Supplier_40,UK,Mumbai,15,8,0.24,0,2022,2.2,52.09,Black,Fabric,2,465,153,140,0.21,415.13,85361.76,1024341.12,58975,14524,13705,0.111,66.95,0.2,90,1285.34,8549,139,1.45,28,71,155,33,2.51,20.06,0.2
154,Product_154,Toys,Home,BrandC,231.97,0.46,125.26,689,2.08,3940,Supplier_12,USA,New York,14,1,0.19,0,2016,40.91,15.21,Red,Wood,0,248,2626,9272,0.46,137.99,47348.28,568179.36,6295,27578,9868,0.067,85.43,0.47,62,9597.4,1604,2486,1.39,21,84,108,28,3.87,4.71,0.18
155,Product_155,Electronics,Toys,BrandB,719.11,0.05,683.15,968,3.0,2210,Supplier_29,Germany,London,10,12,0.22,1,2016,24.58,4.79,Black,Plastic,4,379,2438,221,0.49,516.56,295120.8,3541449.6,87201,14650,17451,0.167,211.83,0.52,78,8805.8,8488,1428,1.36,53,11,117,54,4.62,37.33,0.07
156,Product_156,Home,Sports,BrandC,930.81,0.08,856.35,212,2.1,2686,Supplier_24,India,New York,11,3,0.16,0,2023,4.99,0.45,Red,Wood,5,436,2967,2506,0.07,554.6,384501.15,4614013.8,83461,2678,4954,0.03,155.21,0.74,68,285.69,2357,1396,0.52,16,36,23,60,3.1,3.07,0.09
157,Product_157,Toys,Sports,BrandE,970.85,0.23,747.55,472,3.64,4135,Supplier_41,India,Mumbai,9,7,0.07,1,2021,37.55,77.68,White,Wood,1,257,1505,6386,0.29,729.2,355086.25,4261035.0,6944,8033,28513,0.179,122.25,0.34,55,9352.41,726,3364,0.5,44,19,29,60,3.64,22.24,0.24
158,Product_158,Toys,Toys,BrandD,85.46,0.36,54.69,290,1.55,3661,Supplier_36,USA,Shanghai,18,13,0.23,0,2017,35.55,59.51,Black,Wood,4,393,2614,5915,0.13,60.25,8859.78,106317.36,10851,2031,8480,0.178,169.35,0.37,77,301.85,501,145,1.03,25,14,101,-89,4.45,3.59,0.13
159,Product_159,Clothing,Beauty,BrandD,280.14,0.1,252.13,728,2.91,1681,Supplier_35,USA,Shanghai,3,13,0.22,0,2013,13.62,39.49,Green,Fabric,4,343,2696,3687,0.21,152.22,125308.61,1503703.32,49499,33065,26256,0.067,218.82,0.67,99,7020.77,8939,594,0.74,44,54,73,-50,1.14,14.26,0.2
